,keywords,number_of_times_word_appeared,tf,idf,tf_idf
525,pleads,1,2.7381506530489306e-05,0.0,0.0
515,groundtruth,1,2.7381506530489306e-05,0.0,0.0
566,listening,1,2.7381506530489306e-05,0.0,0.0
472,ACKNOWLEDGMENTS,1,2.7381506530489306e-05,0.0,0.0
568,Gregori,1,2.7381506530489306e-05,0.0,0.0
454,WLANs,1,2.7381506530489306e-05,0.0,0.0
606,provider,1,2.7381506530489306e-05,0.0,0.0
607,authors,1,2.7381506530489306e-05,0.0,0.0
609,directly,1,2.7381506530489306e-05,0.0,0.0
610,RTTs,1,2.7381506530489306e-05,0.0,0.0
451,minimizes,1,2.7381506530489306e-05,0.0,0.0
612,touch,1,2.7381506530489306e-05,0.0,0.0
450,CONCEPTS,1,2.7381506530489306e-05,0.0,0.0
615,Horizon,1,2.7381506530489306e-05,0.0,0.0
618,granted,1,2.7381506530489306e-05,0.0,0.0
455,write,1,2.7381506530489306e-05,0.0,0.0
620,standard,1,2.7381506530489306e-05,0.0,0.0
448,collected,1,2.7381506530489306e-05,0.0,0.0
447,Tail,1,2.7381506530489306e-05,0.0,0.0
624,Revisited,1,2.7381506530489306e-05,0.0,0.0
625,fragmentation,1,2.7381506530489306e-05,0.0,0.0
626,Percentage,1,2.7381506530489306e-05,0.0,0.0
627,repeated,1,2.7381506530489306e-05,0.0,0.0
628,encapsulating,1,2.7381506530489306e-05,0.0,0.0
445,Proceedings,1,2.7381506530489306e-05,0.0,0.0
632,ileged,1,2.7381506530489306e-05,0.0,0.0
441,msDOIPv6,1,2.7381506530489306e-05,0.0,0.0
621,Tokuda,1,2.7381506530489306e-05,0.0,0.0
635,Service,1,2.7381506530489306e-05,0.0,0.0
602,far,1,2.7381506530489306e-05,0.0,0.0
456,Channels,1,2.7381506530489306e-05,0.0,0.0
569,policy,1,2.7381506530489306e-05,0.0,0.0
570,field,1,2.7381506530489306e-05,0.0,0.0
571,applicability,1,2.7381506530489306e-05,0.0,0.0
471,describing,1,2.7381506530489306e-05,0.0,0.0
573,kernel,1,2.7381506530489306e-05,0.0,0.0
574,WiFI,1,2.7381506530489306e-05,0.0,0.0
470,Ferguson,1,2.7381506530489306e-05,0.0,0.0
578,numbers,1,2.7381506530489306e-05,0.0,0.0
468,around,1,2.7381506530489306e-05,0.0,0.0
467,HTTPS,1,2.7381506530489306e-05,0.0,0.0
601,Projects,1,2.7381506530489306e-05,0.0,0.0
465,highlights,1,2.7381506530489306e-05,0.0,0.0
584,permitted,1,2.7381506530489306e-05,0.0,0.0
461,Request,1,2.7381506530489306e-05,0.0,0.0
588,Possible,1,2.7381506530489306e-05,0.0,0.0
590,Eggert,1,2.7381506530489306e-05,0.0,0.0
591,located,1,2.7381506530489306e-05,0.0,0.0
593,Handovers,1,2.7381506530489306e-05,0.0,0.0
458,Transparency,1,2.7381506530489306e-05,0.0,0.0
596,organized,1,2.7381506530489306e-05,0.0,0.0
457,eases,1,2.7381506530489306e-05,0.0,0.0
599,identify,1,2.7381506530489306e-05,0.0,0.0
464,viability,1,2.7381506530489306e-05,0.0,0.0
372,Springer,1,2.7381506530489306e-05,0.0,0.0
371,acm,1,2.7381506530489306e-05,0.0,0.0
779,partial,1,2.7381506530489306e-05,0.0,0.0
277,supports,1,2.7381506530489306e-05,0.0,0.0
975,growth,1,2.7381506530489306e-05,0.0,0.0
978,protection,1,2.7381506530489306e-05,0.0,0.0
272,sets,1,2.7381506530489306e-05,0.0,0.0
271,asked,1,2.7381506530489306e-05,0.0,0.0
270,easy,1,2.7381506530489306e-05,0.0,0.0
269,disadvantages,1,2.7381506530489306e-05,0.0,0.0
986,Stewart,1,2.7381506530489306e-05,0.0,0.0
265,concept,1,2.7381506530489306e-05,0.0,0.0
990,refers,1,2.7381506530489306e-05,0.0,0.0
264,facility,1,2.7381506530489306e-05,0.0,0.0
498,extent,1,2.7381506530489306e-05,0.0,0.0
996,proposed,1,2.7381506530489306e-05,0.0,0.0
997,translators,1,2.7381506530489306e-05,0.0,0.0
260,throughout,1,2.7381506530489306e-05,0.0,0.0
1000,introduces,1,2.7381506530489306e-05,0.0,0.0
257,destination,1,2.7381506530489306e-05,0.0,0.0
1004,every,1,2.7381506530489306e-05,0.0,0.0
1005,discussed,1,2.7381506530489306e-05,0.0,0.0
256,lightweight,1,2.7381506530489306e-05,0.0,0.0
1007,Medina,1,2.7381506530489306e-05,0.0,0.0
971,demonstrates,1,2.7381506530489306e-05,0.0,0.0
970,REFERENCES,1,2.7381506530489306e-05,0.0,0.0
967,February,1,2.7381506530489306e-05,0.0,0.0
966,Zealand,1,2.7381506530489306e-05,0.0,0.0
935,WTC,1,2.7381506530489306e-05,0.0,0.0
297,Nyrhinen,1,2.7381506530489306e-05,0.0,0.0
295,Khademi,1,2.7381506530489306e-05,0.0,0.0
294,decreased,1,2.7381506530489306e-05,0.0,0.0
940,Probes,1,2.7381506530489306e-05,0.0,0.0
941,placed,1,2.7381506530489306e-05,0.0,0.0
942,components,1,2.7381506530489306e-05,0.0,0.0
293,unlike,1,2.7381506530489306e-05,0.0,0.0
291,Multiple,1,2.7381506530489306e-05,0.0,0.0
948,intra,1,2.7381506530489306e-05,0.0,0.0
255,observatory,1,2.7381506530489306e-05,0.0,0.0
949,ones,1,2.7381506530489306e-05,0.0,0.0
286,enterprise,1,2.7381506530489306e-05,0.0,0.0
952,connects,1,2.7381506530489306e-05,0.0,0.0
953,points,1,2.7381506530489306e-05,0.0,0.0
954,cached,1,2.7381506530489306e-05,0.0,0.0
284,then,1,2.7381506530489306e-05,0.0,0.0
957,background,1,2.7381506530489306e-05,0.0,0.0
958,bulk,1,2.7381506530489306e-05,0.0,0.0
961,lists,1,2.7381506530489306e-05,0.0,0.0
963,faster,1,2.7381506530489306e-05,0.0,0.0
964,evaluates,1,2.7381506530489306e-05,0.0,0.0
950,Flows,1,2.7381506530489306e-05,0.0,0.0
1010,curate,1,2.7381506530489306e-05,0.0,0.0
1011,Previous,1,2.7381506530489306e-05,0.0,0.0
253,rtcweb,1,2.7381506530489306e-05,0.0,0.0
1048,Learmonth,1,2.7381506530489306e-05,0.0,0.0
1049,others,1,2.7381506530489306e-05,0.0,0.0
233,Between,1,2.7381506530489306e-05,0.0,0.0
1051,Mobile,1,2.7381506530489306e-05,0.0,0.0
1055,massive,1,2.7381506530489306e-05,0.0,0.0
1057,Maximum,1,2.7381506530489306e-05,0.0,0.0
1060,particularly,1,2.7381506530489306e-05,0.0,0.0
1061,simulations,1,2.7381506530489306e-05,0.0,0.0
1062,illustration,1,2.7381506530489306e-05,0.0,0.0
227,apart,1,2.7381506530489306e-05,0.0,0.0
1047,simultaneously,1,2.7381506530489306e-05,0.0,0.0
226,developed,1,2.7381506530489306e-05,0.0,0.0
224,Finally,1,2.7381506530489306e-05,0.0,0.0
1069,dark,1,2.7381506530489306e-05,0.0,0.0
223,COPYCAT,1,2.7381506530489306e-05,0.0,0.0
222,cannot,1,2.7381506530489306e-05,0.0,0.0
1072,arrive,1,2.7381506530489306e-05,0.0,0.0
1073,republish,1,2.7381506530489306e-05,0.0,0.0
1074,Dugan,1,2.7381506530489306e-05,0.0,0.0
221,Weaver,1,2.7381506530489306e-05,0.0,0.0
1076,varieties,1,2.7381506530489306e-05,0.0,0.0
218,Review,1,2.7381506530489306e-05,0.0,0.0
225,influenced,1,2.7381506530489306e-05,0.0,0.0
298,availability,1,2.7381506530489306e-05,0.0,0.0
1046,Specification,1,2.7381506530489306e-05,0.0,0.0
1044,taken,1,2.7381506530489306e-05,0.0,0.0
252,stream,1,2.7381506530489306e-05,0.0,0.0
250,Speed,1,2.7381506530489306e-05,0.0,0.0
1015,waits,1,2.7381506530489306e-05,0.0,0.0
1017,Most,1,2.7381506530489306e-05,0.0,0.0
247,multiplexing,1,2.7381506530489306e-05,0.0,0.0
245,Iperf,1,2.7381506530489306e-05,0.0,0.0
241,systematic,1,2.7381506530489306e-05,0.0,0.0
1022,Generally,1,2.7381506530489306e-05,0.0,0.0
240,virtual,1,2.7381506530489306e-05,0.0,0.0
1024,features,1,2.7381506530489306e-05,0.0,0.0
236,Global,1,2.7381506530489306e-05,0.0,0.0
1025,Dual,1,2.7381506530489306e-05,0.0,0.0
1031,caused,1,2.7381506530489306e-05,0.0,0.0
1033,captured,1,2.7381506530489306e-05,0.0,0.0
238,Inferring,1,2.7381506530489306e-05,0.0,0.0
1035,sides,1,2.7381506530489306e-05,0.0,0.0
1036,dast,1,2.7381506530489306e-05,0.0,0.0
1038,analyzing,1,2.7381506530489306e-05,0.0,0.0
1039,DNS,1,2.7381506530489306e-05,0.0,0.0
1041,still,1,2.7381506530489306e-05,0.0,0.0
1042,Papastergiou,1,2.7381506530489306e-05,0.0,0.0
1043,complements,1,2.7381506530489306e-05,0.0,0.0
1027,routers,1,2.7381506530489306e-05,0.0,0.0
933,Drop,1,2.7381506530489306e-05,0.0,0.0
299,simply,1,2.7381506530489306e-05,0.0,0.0
931,Rescorla,1,2.7381506530489306e-05,0.0,0.0
817,By,1,2.7381506530489306e-05,0.0,0.0
821,implementation,1,2.7381506530489306e-05,0.0,0.0
822,April,1,2.7381506530489306e-05,0.0,0.0
349,exact,1,2.7381506530489306e-05,0.0,0.0
824,being,1,2.7381506530489306e-05,0.0,0.0
348,separate,1,2.7381506530489306e-05,0.0,0.0
346,mobile,1,2.7381506530489306e-05,0.0,0.0
828,models,1,2.7381506530489306e-05,0.0,0.0
829,agree,1,2.7381506530489306e-05,0.0,0.0
345,connected,1,2.7381506530489306e-05,0.0,0.0
816,PAM,1,2.7381506530489306e-05,0.0,0.0
831,Permission,1,2.7381506530489306e-05,0.0,0.0
836,defensive,1,2.7381506530489306e-05,0.0,0.0
341,covering,1,2.7381506530489306e-05,0.0,0.0
840,seven,1,2.7381506530489306e-05,0.0,0.0
338,assuming,1,2.7381506530489306e-05,0.0,0.0
843,solely,1,2.7381506530489306e-05,0.0,0.0
844,essence,1,2.7381506530489306e-05,0.0,0.0
337,uniformly,1,2.7381506530489306e-05,0.0,0.0
846,Union,1,2.7381506530489306e-05,0.0,0.0
847,Where,1,2.7381506530489306e-05,0.0,0.0
848,Developpers,1,2.7381506530489306e-05,0.0,0.0
834,occupation,1,2.7381506530489306e-05,0.0,0.0
850,advantageous,1,2.7381506530489306e-05,0.0,0.0
354,sized,1,2.7381506530489306e-05,0.0,0.0
812,PATHSpider,1,2.7381506530489306e-05,0.0,0.0
780,Kohler,1,2.7381506530489306e-05,0.0,0.0
370,confirmed,1,2.7381506530489306e-05,0.0,0.0
782,evenly,1,2.7381506530489306e-05,0.0,0.0
783,Black,1,2.7381506530489306e-05,0.0,0.0
368,seconds,1,2.7381506530489306e-05,0.0,0.0
785,receives,1,2.7381506530489306e-05,0.0,0.0
367,internet,1,2.7381506530489306e-05,0.0,0.0
787,Gateway,1,2.7381506530489306e-05,0.0,0.0
788,unavailable,1,2.7381506530489306e-05,0.0,0.0
366,determined,1,2.7381506530489306e-05,0.0,0.0
356,throttling,1,2.7381506530489306e-05,0.0,0.0
792,may,1,2.7381506530489306e-05,0.0,0.0
798,Hosts,1,2.7381506530489306e-05,0.0,0.0
364,Lessons,1,2.7381506530489306e-05,0.0,0.0
363,rapid,1,2.7381506530489306e-05,0.0,0.0
802,cloud,1,2.7381506530489306e-05,0.0,0.0
804,receiver,1,2.7381506530489306e-05,0.0,0.0
359,target,1,2.7381506530489306e-05,0.0,0.0
358,transient,1,2.7381506530489306e-05,0.0,0.0
357,Wing,1,2.7381506530489306e-05,0.0,0.0
809,today,1,2.7381506530489306e-05,0.0,0.0
810,operates,1,2.7381506530489306e-05,0.0,0.0
794,But,1,2.7381506530489306e-05,0.0,0.0
215,enabling,1,2.7381506530489306e-05,0.0,0.0
851,Area,1,2.7381506530489306e-05,0.0,0.0
855,allowing,1,2.7381506530489306e-05,0.0,0.0
893,gests,1,2.7381506530489306e-05,0.0,0.0
894,Then,1,2.7381506530489306e-05,0.0,0.0
895,diversity,1,2.7381506530489306e-05,0.0,0.0
896,Mao,1,2.7381506530489306e-05,0.0,0.0
316,systems,1,2.7381506530489306e-05,0.0,0.0
898,Brunstrom,1,2.7381506530489306e-05,0.0,0.0
315,handles,1,2.7381506530489306e-05,0.0,0.0
901,Willinger,1,2.7381506530489306e-05,0.0,0.0
902,Indeed,1,2.7381506530489306e-05,0.0,0.0
903,sound,1,2.7381506530489306e-05,0.0,0.0
317,Second,1,2.7381506530489306e-05,0.0,0.0
314,honored,1,2.7381506530489306e-05,0.0,0.0
914,Options,1,2.7381506530489306e-05,0.0,0.0
310,fashion,1,2.7381506530489306e-05,0.0,0.0
308,applicable,1,2.7381506530489306e-05,0.0,0.0
307,entirely,1,2.7381506530489306e-05,0.0,0.0
920,after,1,2.7381506530489306e-05,0.0,0.0
921,coded,1,2.7381506530489306e-05,0.0,0.0
924,placing,1,2.7381506530489306e-05,0.0,0.0
303,helps,1,2.7381506530489306e-05,0.0,0.0
928,aside,1,2.7381506530489306e-05,0.0,0.0
929,sense,1,2.7381506530489306e-05,0.0,0.0
907,since,1,2.7381506530489306e-05,0.0,0.0
853,Algorithm,1,2.7381506530489306e-05,0.0,0.0
891,Hayes,1,2.7381506530489306e-05,0.0,0.0
320,above,1,2.7381506530489306e-05,0.0,0.0
856,does,1,2.7381506530489306e-05,0.0,0.0
335,default,1,2.7381506530489306e-05,0.0,0.0
858,built,1,2.7381506530489306e-05,0.0,0.0
333,achieved,1,2.7381506530489306e-05,0.0,0.0
860,First,1,2.7381506530489306e-05,0.0,0.0
861,whose,1,2.7381506530489306e-05,0.0,0.0
864,message,1,2.7381506530489306e-05,0.0,0.0
328,largest,1,2.7381506530489306e-05,0.0,0.0
866,SPDY,1,2.7381506530489306e-05,0.0,0.0
325,compliant,1,2.7381506530489306e-05,0.0,0.0
318,Cellular,1,2.7381506530489306e-05,0.0,0.0
324,redistribute,1,2.7381506530489306e-05,0.0,0.0
872,Yourtchenko,1,2.7381506530489306e-05,0.0,0.0
873,Success,1,2.7381506530489306e-05,0.0,0.0
874,dependent,1,2.7381506530489306e-05,0.0,0.0
875,poses,1,2.7381506530489306e-05,0.0,0.0
876,Eqn,1,2.7381506530489306e-05,0.0,0.0
878,inner,1,2.7381506530489306e-05,0.0,0.0
879,fundamentally,1,2.7381506530489306e-05,0.0,0.0
881,Bandwidth,1,2.7381506530489306e-05,0.0,0.0
322,remember,1,2.7381506530489306e-05,0.0,0.0
321,Much,1,2.7381506530489306e-05,0.0,0.0
871,Fresh,1,2.7381506530489306e-05,0.0,0.0
0,illuminating,1,2.7381506530489306e-05,0.0,0.0
